Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Mauritania,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Total,2015,13,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015,,,End of fieldwork,,2011-2021,Under 5 years old
Mauritania,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Total,2021,5.8,Units,%,Reported,Free,,,,,,2019-21 Demographic and Health Survey,Statcompiler,,End of fieldwork,,2011-2021,Under 5 years old
Middle Africa,IPTp for pregnant women - percentage of women (aged 15-49 years) who received three or more doses of intermittent preventive treatment during antenatal care visits during their last pregnancy,Female,2022,18.4,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,15 to 49 years old
Middle Africa,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2022,54,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2022,Under 5 years old
Middle Africa,Household with insecticide treated net (ITN) and/or indoor residual spraying (IRS) - percentage of households with at least one ITN for every two persons and/or IRS in the past 12 months,Total,2022,26.4,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Total
Middle Africa,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2022,58.6,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Total
Middle Africa,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2022,48.6,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,15 to 49 years old
Middle Africa,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Female,2022,45,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Middle Africa,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Male,2022,47.3,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Middle Africa,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Total,2022,43.1,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Middle Africa,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2022,47.5,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Middle Africa,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2022,46.5,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Middle Africa,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2022,47,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Middle Africa,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Female,2022,23.9,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Middle Africa,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Male,2022,25,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Middle Africa,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Total,2022,24.1,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Montenegro,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2013,71.5,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2013,,,End of fieldwork,,2013,Under 5 years old
Montenegro,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2013,76.4,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2013,,,End of fieldwork,,2013,Under 5 years old
Montenegro,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2013,74,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2013,,,End of fieldwork,,2013,Under 5 years old
Mozambique,IPTp for pregnant women - percentage of women (aged 15-49 years) who received three or more doses of intermittent preventive treatment during antenatal care visits during their last pregnancy,Female,2011,9.4,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2011,,,End of fieldwork,,2011-2018,15 to 49 years old
Mozambique,IPTp for pregnant women - percentage of women (aged 15-49 years) who received three or more doses of intermittent preventive treatment during antenatal care visits during their last pregnancy,Female,2015,22.4,Units,%,Reported,Free,,,,,,AIDS Indicator Survey 2015,,,End of fieldwork,,2011-2018,15 to 49 years old
Mozambique,IPTp for pregnant women - percentage of women (aged 15-49 years) who received three or more doses of intermittent preventive treatment during antenatal care visits during their last pregnancy,Female,2018,40.2,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2018,Statcompiler,,End of fieldwork,,2011-2018,15 to 49 years old
Mozambique,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2008,23.3,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2008,,,End of fieldwork,,2007-2018,Under 5 years old
Mozambique,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2011,35.4,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2011,,,End of fieldwork,,2007-2018,Under 5 years old
Mozambique,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2015,49.4,Units,%,Reported,Free,,,,,,AIDS Indicator Survey 2015,,,End of fieldwork,,2007-2018,Under 5 years old
Mozambique,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2018,72.8,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2018,Statcompiler,,End of fieldwork,,2007-2018,Under 5 years old
Mozambique,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2008,22.4,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2008,,,End of fieldwork,,2007-2018,Under 5 years old
Mozambique,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2011,35.9,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2011,,,End of fieldwork,,2007-2018,Under 5 years old
Mozambique,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2015,46.4,Units,%,Reported,Free,,,,,,AIDS Indicator Survey 2015,,,End of fieldwork,,2007-2018,Under 5 years old
Mozambique,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2018,72.6,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2018,Statcompiler,,End of fieldwork,,2007-2018,Under 5 years old
Mozambique,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2007,7,Units,%,Reported,Free,,,,,,Other NS 2007,,,End of fieldwork,,2007-2018,Under 5 years old
Mozambique,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2008,22.8,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2008,,,End of fieldwork,,2007-2018,Under 5 years old
Mozambique,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2011,35.7,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2011,,,End of fieldwork,,2007-2018,Under 5 years old
Mozambique,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2015,47.9,Units,%,Reported,Free,,,,,,AIDS Indicator Survey 2015,,,End of fieldwork,,2007-2018,Under 5 years old
Mozambique,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2018,72.7,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2018,Statcompiler,,End of fieldwork,,2007-2018,Under 5 years old
Mozambique,Household with insecticide treated net (ITN) and/or indoor residual spraying (IRS) - percentage of households with at least one ITN for every two persons and/or IRS in the past 12 months,Total,2011,36.1,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2011,,,End of fieldwork,,2011-2018,Total
Mozambique,Household with insecticide treated net (ITN) and/or indoor residual spraying (IRS) - percentage of households with at least one ITN for every two persons and/or IRS in the past 12 months,Total,2015,38.9,Units,%,Reported,Free,,,,,,AIDS Indicator Survey 2015,,,End of fieldwork,,2011-2018,Total
Mozambique,Household with insecticide treated net (ITN) and/or indoor residual spraying (IRS) - percentage of households with at least one ITN for every two persons and/or IRS in the past 12 months,Total,2018,51.2,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2018,Statcompiler,,End of fieldwork,,2011-2018,Total
Mozambique,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2007,16,Units,%,Reported,Free,,,,,,Other NS 2007,,,End of fieldwork,,2007-2018,Total
Mozambique,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2011,51.4,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2011,,,End of fieldwork,,2007-2018,Total
Mozambique,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2015,66,Units,%,Reported,Free,,,,,,AIDS Indicator Survey 2015,,,End of fieldwork,,2007-2018,Total
Mozambique,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2018,82.2,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2018,Statcompiler,,End of fieldwork,,2007-2018,Total
Mozambique,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2011,34.3,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2011,,,End of fieldwork,,2011-2018,15 to 49 years old
Mozambique,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2015,52.1,Units,%,Reported,Free,,,,,,AIDS Indicator Survey 2015,,,End of fieldwork,,2011-2018,15 to 49 years old
