year,country,ACT,CQ,data type,Region,lat,long,displayName,layerName,layerTitle,value,study Id,site number,site,study start,study end,marker type,tested,present,Mixed present,author,publication year,publication URL,title,notes,pubmed Id,drug,marker group,percentage,included or excluded,PR,Prev_DR,CQ_use
2003,Mali,NA,NA,NA,West Africa,12.61,-8.14,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.44523257,19245687,1,Bamako,2002,2003,pfcrt 76T,127,108,108,"Tekete M, Djimde AA, Beavogui AH, Maiga H, Sagara I, Fofana B, Ouologuem D, Dama S, Kone A, Dembele D, Wele M, Dicko A, Doumbo OK",2009,http://www.ncbi.nlm.nih.gov/pubmed/?term=19245687,NA,19245687,"Efficacy of chloroquine, amodiaquine and sulphadoxine-pyrimethamine for the treatment of uncomplicated falciparum malaria: revisiting molecular markers in an area of emerging AQ and SP resistance in Mali.",Amodiaquine,pfcrt 76T,85,NA,44.52325702,85.03937008,NA
2004,Mali,NA,NA,NA,West Africa,12.65,-8,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.231800094,16569231,8,NA,1998,2004,pfcrt 76T,3,3,3,Cojean S,2006,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1448192&tool=pmcentrez&rendertype=abstract,Travellers. Mixed infections excluded. In vit,16569231,Lack of association between putative transporter gene polymorphisms in Plasmodium falciparum and chloroquine resistance in imported malaria isolates from Africa.,Amodiaquine,pfcrt 76T,100,E,23.18000942,100,NA
2004,Mali,NA,NA,NA,West Africa,10.78,-6.92,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.416628152,18337343,0,Bougoula-Hameau,2002,2004,pfcrt 76T,170,128,128,Djimdé AA,2008,http://www.ncbi.nlm.nih.gov/pubmed/18337343,"Clinical ASAQ, AS+SP data and post-treatment",18337343,"Efficacy, safety, and selection of molecular markers of drug resistance by two ACTs in Mali.",Amodiaquine,pfcrt 76T,75,I,41.66281521,75.29411765,NA
2004,Mali,NA,NA,NA,West Africa,12.61,-8.14,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.421618253,19245687,2,Bamako,2003,2004,pfcrt 76T,172,111,111,"Tekete M, Djimde AA, Beavogui AH, Maiga H, Sagara I, Fofana B, Ouologuem D, Dama S, Kone A, Dembele D, Wele M, Dicko A, Doumbo OK",2009,http://www.ncbi.nlm.nih.gov/pubmed/?term=19245687,NA,19245687,"Efficacy of chloroquine, amodiaquine and sulphadoxine-pyrimethamine for the treatment of uncomplicated falciparum malaria: revisiting molecular markers in an area of emerging AQ and SP resistance in Mali.",Amodiaquine,pfcrt 76T,85,NA,42.1618253,64.53488372,NA
2004,Mauritania,NA,NA,NA,West Africa,18.1,-15.95,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.061203431,16569231,7,NA,1998,2004,pfcrt 76T,1,0,0,Cojean S,2006,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1448192&tool=pmcentrez&rendertype=abstract,Travellers. Mixed infections excluded. In vit,16569231,Lack of association between putative transporter gene polymorphisms in Plasmodium falciparum and chloroquine resistance in imported malaria isolates from Africa.,Amodiaquine,pfcrt 76T,0,E,6.120343134,0,NA
2002,Mozambique,NA,NA,NA,Southern Africa,-24.7,32.5,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.674442351,18590577,1,Maciana,2001,2002,pfcrt 76T,171,159,159,Enosse S,2008,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2481262&tool=pmcentrez&rendertype=abstract,NA,18590577,"Rapid increase of Plasmodium falciparum dhfr/dhps resistant haplotypes, after the adoption of sulphadoxine-pyrimethamine as first line treatment in 2002, in southern Mozambique.",Amodiaquine,pfcrt 76T,95,NA,67.44423509,92.98245614,NA
2003,Niger,NA,NA,NA,West Africa,13.52,2.11,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.163069025,16154388,5,NA,1998,2003,pfcrt 76T,11,9,9,Severini C,2006,http://www.ncbi.nlm.nih.gov/pubmed/16154388,Travellers. Mixed infections excluded. In vit,16154388,Prevalence of pfcrt point mutations and level of chloroquine resistance in Plasmodium falciparum isolates from Africa.,Amodiaquine,pfcrt 76T,82,E,16.30690247,81.81818182,NA
2003,Niger,NA,NA,NA,West Africa,13.52,2.11,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.163069025,17033142,5,NA,1998,2003,pfcrt 76T,11,9,9,Menegon M,2006,http://www.iss.it/publ/anna/2006/2/422203.pdf,Article in Italian. In vitro data available.,17033142,[Molecular epidemiology of imported malaria in Italy: the use of genetic markers and in vitro sensitivity test in a study of chloroquine resistance in Plasmodium falciparum].,Amodiaquine,pfcrt 76T,82,NA,16.30690247,81.81818182,NA
2003,Niger,NA,NA,NA,West Africa,13.52,2.11,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.163069025,17409009,0,Niamey,2003,2003,pfcrt 76T,88,40,40,Ibrahim ML,2007,http://www.ncbi.nlm.nih.gov/pubmed/17409009,Severe malaria,17409009,Field-based evidence for the linkage of pfcrt and pfdhfr drug-resistant malaria genotypes and clinical profiles of severe malaria in Niger.,Amodiaquine,pfcrt 76T,45,I,16.30690247,45.45454545,NA
2004,Nigeria,NA,NA,NA,West Africa,9.07,7.48,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.547531903,16569231,4,NA,1998,2004,pfcrt 76T,1,0,0,Cojean S,2006,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1448192&tool=pmcentrez&rendertype=abstract,Travellers. Mixed infections excluded. In vit,16569231,Lack of association between putative transporter gene polymorphisms in Plasmodium falciparum and chloroquine resistance in imported malaria isolates from Africa.,Amodiaquine,pfcrt 76T,0,E,54.75319028,0,NA
2004,Nigeria,NA,NA,NA,West Africa,7.4,3.92,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.316759527,22302850,1,Ibadan,2004,2004,pfcrt 76T,70,55,55,Gbotosho GO,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3269269&tool=pmcentrez&rendertype=abstract,Not clear how mixed infections were accounted,22302850,Different patterns of pfcrt and pfmdr1 polymorphisms in P. falciparum isolates from Nigeria and Brazil: the potential role of antimalarial drug selection pressure.,Amodiaquine,pfcrt 76T,79,NA,31.67595267,78.57142857,NA
2004,Nigeria,NA,NA,NA,West Africa,7.4,3.92,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.316759527,16874478,0,Ibadan,2002,2004,pfcrt 76T,111,63,89,Happi CT,2006,http://www.ncbi.nlm.nih.gov/pubmed/16874478,Clinical CQ data and post-treatment genotype,16874478,Linkage disequilibrium between two distinct loci in chromosomes 5 and 7 of Plasmodium falciparum and in vivo chloroquine resistance in Southwest Nigeria.,Amodiaquine,pfcrt 76T,80,NA,31.67595267,56.75675676,NA
2005,Nigeria,NA,NA,NA,West Africa,7.4,3.92,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.310271859,16837724,0,Ibadan,2005,2005,pfcrt 76T,101,63,79,Happi CT,2006,http://www.ncbi.nlm.nih.gov/pubmed/16837724,Clinical AQ data available.,16837724,Association between mutations in Plasmodium falciparum chloroquine resistance transporter and P. falciparum multidrug resistance 1 genes and in vivo amodiaquine resistance in P. falciparum malaria-infected children in Nigeria.,Amodiaquine,pfcrt 76T,78,NA,31.02718592,62.37623762,NA
2005,Nigeria,NA,NA,NA,West Africa,7.4,3.92,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.310271859,19953193,0,Ibadan,2005,2005,pfcrt 76T,78,47,55,Folarin OA,2008,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2785046/pdf/nihms75070.pdf,In vitro data available.,19953193,"Chloroquine Resistant Plasmodium falciparum in Nigeria: Relationship between pfcrt and pfmdr1 Polymorphisms, In-Vitro Resistance and Treatment Outcome.",Amodiaquine,pfcrt 76T,71,NA,31.02718592,60.25641026,NA
2005,Nigeria,NA,NA,NA,West Africa,7.77,4.56,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.327114314,17428334,0,Osogbo,2004,2005,pfcrt 76T,116,86,105,Ojurongbe O,2007,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1855061&tool=pmcentrez&rendertype=abstract,Clinical CQ data and post-treatment genotypes,17428334,"Rapid detection of Pfcrt and Pfmdr1 mutations in Plasmodium falciparum isolates by FRET and in vivo response to chloroquine among children from Osogbo, Nigeria.",Amodiaquine,pfcrt 76T,91,NA,32.71143138,74.13793103,NA
2000,Papua New Guinea,NA,NA,NA,Oceania,-9.44,147.18,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.083682522,14576108,3,NA,2000,2000,pfcrt 76T,6,2,2,Chen N,2003,http://www.ncbi.nlm.nih.gov/pubmed/?term=14576108,NA,14576108,pfcrt Allelic types with two novel amino acid mutations in chloroquine-resistant Plasmodium falciparum isolates from the Philippines.,Amodiaquine,pfcrt 76T,33,NA,8.368252218,33.33333333,NA
2000,Papua New Guinea,NA,NA,NA,Oceania,-3.58,142.77,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.303874671,18411325,1,"Dreikikir, Wosera, Liksul",1996,2000,pfcrt 76T,143,88,88,Mehlotra RK,2008,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2415780&tool=pmcentrez&rendertype=abstract,NA,18411325,Discordant patterns of genetic variation at two chloroquine resistance loci in worldwide populations of the malaria parasite Plasmodium falciparum.,Amodiaquine,pfcrt 76T,62,NA,30.38746715,61.53846154,NA
2000,Papua New Guinea,NA,NA,NA,Oceania,-4.46,143.22,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.018919768,12875286,2,Wosera,2000,2000,pfcrt 76T,21,15,15,Nagesha HS,2003,http://www.ncbi.nlm.nih.gov/pubmed/12875286,In vitro data available.,12875286,New haplotypes of the Plasmodium falciparum chloroquine resistance transporter (pfcrt) gene among chloroquine-resistant parasite isolates.,Amodiaquine,pfcrt 76T,71,NA,1.891976781,71.42857143,NA
2003,Papua New Guinea,NA,NA,NA,Oceania,-4.32,143.05,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.001278313,16890903,5,East Sepik Province,2001,2003,pfcrt 76T,5,5,5,Chan CW,2006,http://www.ncbi.nlm.nih.gov/pubmed/16890903,NA,16890903,Flashback to the 1960s: utility of archived sera to explore the origin and evolution of Plasmodium falciparum chloroquine resistance in the Pacific.,Amodiaquine,pfcrt 76T,100,NA,0.127831346,100,NA
2003,Papua New Guinea,NA,NA,NA,Oceania,-4.46,143.22,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.014887833,20053293,4,"South Wosera_x000d_
South Wosera",2003,2003,pfcrt 76T,106,98,98,Marfurt J,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2820042&tool=pmcentrez&rendertype=abstract,NA,20053293,Plasmodium falciparum resistance to anti-malarial drugs in Papua New Guinea: evaluation of a community-based approach for the molecular monitoring of resistance.,Amodiaquine,pfcrt 76T,99,NA,1.488783304,92.45283019,NA
2003,Papua New Guinea,NA,NA,NA,Oceania,-4.46,143.22,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.014887833,17376240,0,Wosera,2001,2003,pfcrt 76T,595,486,538,DaRe JT,2007,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1838424&tool=pmcentrez&rendertype=abstract,Pfcrt flanking microsatellites analysed.,17376240,Microsatellite polymorphism within pfcrt provides evidence of continuing evolution of chloroquine-resistant alleles in Papua New Guinea.,Amodiaquine,pfcrt 76T,90,NA,1.488783304,81.68067227,NA
2003,Papua New Guinea,NA,NA,NA,Oceania,-4.46,143.22,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.014887833,17121999,0,Wosera,2001,2003,pfcrt 76T,452,371,391,Carnevale EP,2007,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1829096&tool=pmcentrez&rendertype=abstract,NA,17121999,A multiplex ligase detection reaction-fluorescent microsphere assay for simultaneous detection of single nucleotide polymorphisms associated with Plasmodium falciparum drug resistance.,Amodiaquine,pfcrt 76T,87,NA,1.488783304,82.07964602,NA
2003,Papua New Guinea,NA,NA,NA,Oceania,-3.58,143.65,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2.9608E-05,16620743,0,Wewak,2002,2003,pfcrt 76T,113,105,111,Mita T,2006,http://www.ncbi.nlm.nih.gov/pubmed/16620743,In vitro data available.,16620743,Role of pfmdr1 mutations on chloroquine resistance in Plasmodium falciparum isolates with pfcrt K76T from Papua New Guinea.,Amodiaquine,pfcrt 76T,98,NA,0.002960802,92.92035398,NA
2003,Papua New Guinea,NA,NA,NA,Oceania,-3.58,143.65,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2.9608E-05,22453078,6,Wewak District,2002,2003,pfcrt 76T,40,39,39,Takahashi N,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3369212&tool=pmcentrez&rendertype=abstract,Pfcrt flanking microsatellites. Nc.,22453078,Large-scale survey for novel genotypes of Plasmodium falciparum chloroquine-resistance gene pfcrt.,Amodiaquine,pfcrt 76T,98,NA,0.002960802,97.5,NA
2003,Papua New Guinea,NA,NA,NA,Oceania,-4.46,144.82,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.057814986,20053293,1,Karimui,2003,2003,pfcrt 76T,93,92,92,Marfurt J,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2820042&tool=pmcentrez&rendertype=abstract,"Clinical data of AQ, CQ+SP",20053293,Plasmodium falciparum resistance to anti-malarial drugs in Papua New Guinea: evaluation of a community-based approach for the molecular monitoring of resistance.,Amodiaquine,pfcrt 76T,92,NA,5.781498551,98.92473118,NA
2004,Papua New Guinea,NA,NA,NA,Oceania,-4.98,145.78,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.000167702,20053293,6,North Coast Madang,2004,2004,pfcrt 76T,119,107,109,Marfurt J,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2820042&tool=pmcentrez&rendertype=abstract,NA,20053293,Plasmodium falciparum resistance to anti-malarial drugs in Papua New Guinea: evaluation of a community-based approach for the molecular monitoring of resistance.,Amodiaquine,pfcrt 76T,92,NA,0.016770171,89.91596639,NA
2004,Papua New Guinea,NA,NA,NA,Oceania,-4.46,143.22,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.014533488,20053293,5,South Wosera,2004,2004,pfcrt 76T,95,93,94,Marfurt J,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2820042&tool=pmcentrez&rendertype=abstract,NA,20053293,Plasmodium falciparum resistance to anti-malarial drugs in Papua New Guinea: evaluation of a community-based approach for the molecular monitoring of resistance.,Amodiaquine,pfcrt 76T,99,NA,1.453348808,97.89473684,NA
2004,Papua New Guinea,NA,NA,NA,Oceania,-4.46,144.82,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.057948314,20053293,2,Karimui,2004,2004,pfcrt 76T,70,70,70,Marfurt J,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2820042&tool=pmcentrez&rendertype=abstract,NA,20053293,Plasmodium falciparum resistance to anti-malarial drugs in Papua New Guinea: evaluation of a community-based approach for the molecular monitoring of resistance.,Amodiaquine,pfcrt 76T,92,NA,5.794831365,100,NA
2004,Papua New Guinea,NA,NA,NA,Oceania,-4.46,144.82,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.057948314,18423045,0,"Karimui, South Wosera",2003,2004,pfcrt 76T,174,158,160,Marfurt J,2008,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2377269&tool=pmcentrez&rendertype=abstract,Clinical AQ+SP data and post-treatment genoty,18423045,The usefulness of twenty-four molecular markers in predicting treatment outcome with combination therapy of amodiaquine plus sulphadoxine-pyrimethamine against falciparum malaria in Papua New Guinea.,Amodiaquine,pfcrt 76T,92,NA,5.794831365,90.8045977,NA
2005,Papua New Guinea,NA,NA,NA,Oceania,-4.46,144.82,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.050727692,20053293,3,Karimui,2005,2005,pfcrt 76T,128,115,118,Marfurt J,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2820042&tool=pmcentrez&rendertype=abstract,NA,20053293,Plasmodium falciparum resistance to anti-malarial drugs in Papua New Guinea: evaluation of a community-based approach for the molecular monitoring of resistance.,Amodiaquine,pfcrt 76T,92,NA,5.07276915,89.84375,NA
2002,Peru,NA,NA,NA,South America,-3.57,-72.83,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.026709441,15216481,5,Loreto,2001,2002,pfcrt 76T,31,31,31,Vieira PP,2004,http://www.ncbi.nlm.nih.gov/pubmed/15216481,NA,15216481,pfcrt Polymorphism and the spread of chloroquine resistance in Plasmodium falciparum populations across the Amazon Basin.,Amodiaquine,pfcrt 76T,100,NA,2.67094411,100,NA
